"Type"	"Family"	"Timepoint"	"Covariate1"	"Covariate2"	"Binary_phenotype_dynamic"	"Factor_phenotype_dynamic"	"Quant_phenotype_dynamic"	"Binary_phenotype_static"	"Factor_phenotype_static"	"Quant_phenotype_static"
"Sample0779"	"Infant"	"FAM257"	"M6"	"Covar1.2"	0.482908374800972	"BinaryDynamic2"	"LevelDynamic1"	1.74701003649971	"BinaryStatic1"	"LevelStatic1"	-2.22929413456591
"Sample0780"	"Infant"	"FAM258"	"M6"	"Covar1.1"	0.15500012159551	"BinaryDynamic1"	"LevelDynamic1"	0.596810423041876	"BinaryStatic1"	"LevelStatic1"	0.139274629218351
"Sample0781"	"Infant"	"FAM259"	"M3"	"Covar1.2"	1.21508975014897	"BinaryDynamic1"	"LevelDynamic1"	0.673090024636992	"BinaryStatic2"	"LevelStatic2"	-0.955684708013696
"Sample0782"	"Infant"	"FAM259"	"M6"	"Covar1.1"	-0.83778584449963	"BinaryDynamic1"	"LevelDynamic3"	0.221728908325949	"BinaryStatic2"	"LevelStatic2"	-0.955684708013696
"Sample0783"	"Infant"	"FAM259"	"M1"	"Covar1.2"	0.621594843184185	"BinaryDynamic2"	"LevelDynamic2"	-0.94597364970316	"BinaryStatic2"	"LevelStatic2"	-0.955684708013696
"Sample0784"	"Infant"	"FAM259"	"M12"	"Covar1.3"	0.155524900096752	"BinaryDynamic2"	"LevelDynamic1"	-0.275669232450026	"BinaryStatic2"	"LevelStatic2"	-0.955684708013696
"Sample0785"	"Infant"	"FAM259"	"W2"	"Covar1.1"	0.408982790756931	"BinaryDynamic2"	"LevelDynamic2"	-1.72399935533981	"BinaryStatic2"	"LevelStatic2"	-0.955684708013696
"Sample0786"	"Infant"	"FAM260"	"M3"	"Covar1.3"	-1.57755448926486	"BinaryDynamic1"	"LevelDynamic1"	-1.71126159301371	"BinaryStatic2"	"LevelStatic1"	0.108078964835338
"Sample0787"	"Infant"	"FAM260"	"M1"	"Covar1.1"	0.836836094188595	"BinaryDynamic2"	"LevelDynamic3"	0.308002423585309	"BinaryStatic2"	"LevelStatic1"	0.108078964835338
"Sample0788"	"Infant"	"FAM260"	"M6"	"Covar1.3"	0.723514559652086	"BinaryDynamic2"	"LevelDynamic2"	-1.81104036171903	"BinaryStatic2"	"LevelStatic1"	0.108078964835338
"Sample0789"	"Infant"	"FAM260"	"W2"	"Covar1.2"	0.13147873919411	"BinaryDynamic1"	"LevelDynamic2"	0.529584847339001	"BinaryStatic2"	"LevelStatic1"	0.108078964835338
"Sample0790"	"Infant"	"FAM261"	"M3"	"Covar1.1"	-0.347255182614316	"BinaryDynamic1"	"LevelDynamic2"	0.752834817614618	"BinaryStatic2"	"LevelStatic1"	-1.8135760492574
"Sample0791"	"Infant"	"FAM261"	"M6"	"Covar1.1"	1.57682166298993	"BinaryDynamic2"	"LevelDynamic2"	-1.91264375832448	"BinaryStatic2"	"LevelStatic1"	-1.8135760492574
"Sample0792"	"Infant"	"FAM261"	"M1"	"Covar1.1"	-0.196836397057139	"BinaryDynamic2"	"LevelDynamic2"	0.0461284991018849	"BinaryStatic2"	"LevelStatic1"	-1.8135760492574
"Sample0793"	"Infant"	"FAM262"	"M3"	"Covar1.2"	0.410923281958588	"BinaryDynamic2"	"LevelDynamic1"	0.72960420610897	"BinaryStatic2"	"LevelStatic3"	-1.46542184523717
"Sample0794"	"Infant"	"FAM262"	"M12"	"Covar1.1"	-0.553991035221659	"BinaryDynamic2"	"LevelDynamic3"	1.5710931991711	"BinaryStatic2"	"LevelStatic3"	-1.46542184523717
"Sample0795"	"Infant"	"FAM262"	"M1"	"Covar1.2"	-0.175077428542885	"BinaryDynamic2"	"LevelDynamic3"	0.793378193745879	"BinaryStatic2"	"LevelStatic3"	-1.46542184523717
"Sample0796"	"Infant"	"FAM263"	"W2"	"Covar1.2"	-2.57507720718692	"BinaryDynamic1"	"LevelDynamic1"	-2.12447526177193	"BinaryStatic1"	"LevelStatic3"	-0.665918456911435
"Sample0797"	"Infant"	"FAM263"	"M6"	"Covar1.3"	-0.986967654557719	"BinaryDynamic2"	"LevelDynamic1"	-0.0135275321755323	"BinaryStatic1"	"LevelStatic3"	-0.665918456911435
"Sample0798"	"Infant"	"FAM263"	"M12"	"Covar1.1"	1.18030861235152	"BinaryDynamic2"	"LevelDynamic3"	0.262976206359878	"BinaryStatic1"	"LevelStatic3"	-0.665918456911435
"Sample0799"	"Infant"	"FAM263"	"M1"	"Covar1.2"	-0.311600897935701	"BinaryDynamic1"	"LevelDynamic1"	-1.89258268071687	"BinaryStatic1"	"LevelStatic3"	-0.665918456911435
"Sample0800"	"Infant"	"FAM264"	"M6"	"Covar1.3"	-1.28928390016459	"BinaryDynamic2"	"LevelDynamic2"	0.427367007139878	"BinaryStatic1"	"LevelStatic1"	0.314335167191635
"Sample0801"	"Infant"	"FAM265"	"M3"	"Covar1.1"	-1.55573527655244	"BinaryDynamic1"	"LevelDynamic2"	0.791023021700245	"BinaryStatic1"	"LevelStatic2"	-0.543112022429262
"Sample0802"	"Infant"	"FAM266"	"W2"	"Covar1.2"	0.351864193767146	"BinaryDynamic1"	"LevelDynamic1"	1.78584577539494	"BinaryStatic2"	"LevelStatic2"	2.5950324431129
"Sample0803"	"Infant"	"FAM266"	"M3"	"Covar1.2"	-1.02361871850118	"BinaryDynamic2"	"LevelDynamic2"	1.4551852404653	"BinaryStatic2"	"LevelStatic2"	2.5950324431129
"Sample0804"	"Infant"	"FAM267"	"M1"	"Covar1.3"	2.5831692892774	"BinaryDynamic1"	"LevelDynamic1"	1.13637975003175	"BinaryStatic1"	"LevelStatic1"	-0.153809478967171
"Sample0805"	"Infant"	"FAM267"	"M6"	"Covar1.2"	1.22632376791003	"BinaryDynamic2"	"LevelDynamic3"	0.354477352325414	"BinaryStatic1"	"LevelStatic1"	-0.153809478967171
"Sample0806"	"Infant"	"FAM267"	"W2"	"Covar1.2"	1.08451182102266	"BinaryDynamic2"	"LevelDynamic2"	-0.0201807161948989	"BinaryStatic1"	"LevelStatic1"	-0.153809478967171
"Sample0807"	"Infant"	"FAM267"	"M3"	"Covar1.1"	0.126743197570183	"BinaryDynamic2"	"LevelDynamic2"	0.502346831242514	"BinaryStatic1"	"LevelStatic1"	-0.153809478967171
"Sample0808"	"Infant"	"FAM267"	"M12"	"Covar1.3"	-1.12144201654816	"BinaryDynamic2"	"LevelDynamic2"	-2.04989597184386	"BinaryStatic1"	"LevelStatic1"	-0.153809478967171
"Sample0809"	"Infant"	"FAM268"	"M1"	"Covar1.1"	0.289207990325689	"BinaryDynamic1"	"LevelDynamic1"	-1.39915563791732	"BinaryStatic1"	"LevelStatic2"	0.166546555810838
"Sample0810"	"Infant"	"FAM268"	"M6"	"Covar1.3"	0.638154888999721	"BinaryDynamic1"	"LevelDynamic2"	-0.537394067236406	"BinaryStatic1"	"LevelStatic2"	0.166546555810838
"Sample0811"	"Infant"	"FAM268"	"M3"	"Covar1.2"	-0.0953672363546544	"BinaryDynamic2"	"LevelDynamic3"	-3.36879733985936	"BinaryStatic1"	"LevelStatic2"	0.166546555810838
"Sample0812"	"Infant"	"FAM268"	"M12"	"Covar1.1"	-0.806979203185191	"BinaryDynamic2"	"LevelDynamic3"	1.59160855631449	"BinaryStatic1"	"LevelStatic2"	0.166546555810838
"Sample0813"	"Infant"	"FAM269"	"W2"	"Covar1.3"	1.60819567906429	"BinaryDynamic2"	"LevelDynamic2"	1.1288883726794	"BinaryStatic2"	"LevelStatic1"	0.87542224340452
"Sample0814"	"Infant"	"FAM269"	"M1"	"Covar1.3"	0.411553303651001	"BinaryDynamic2"	"LevelDynamic3"	0.20196698731418	"BinaryStatic2"	"LevelStatic1"	0.87542224340452
"Sample0815"	"Infant"	"FAM269"	"M12"	"Covar1.1"	-0.402484324529066	"BinaryDynamic1"	"LevelDynamic2"	-0.444604725172544	"BinaryStatic2"	"LevelStatic1"	0.87542224340452
"Sample0816"	"Infant"	"FAM269"	"M3"	"Covar1.2"	0.110962357974858	"BinaryDynamic2"	"LevelDynamic2"	-1.60526121808058	"BinaryStatic2"	"LevelStatic1"	0.87542224340452
"Sample0817"	"Infant"	"FAM270"	"W2"	"Covar1.2"	0.654036068679298	"BinaryDynamic2"	"LevelDynamic3"	-1.09741942800151	"BinaryStatic1"	"LevelStatic3"	0.499396966194968
"Sample0818"	"Infant"	"FAM270"	"M3"	"Covar1.1"	1.06906574617112	"BinaryDynamic1"	"LevelDynamic1"	0.0566474728783326	"BinaryStatic1"	"LevelStatic3"	0.499396966194968
"Sample0819"	"Infant"	"FAM270"	"M1"	"Covar1.1"	-1.88341014148936	"BinaryDynamic1"	"LevelDynamic3"	0.904257793632328	"BinaryStatic1"	"LevelStatic3"	0.499396966194968
"Sample0820"	"Infant"	"FAM271"	"M1"	"Covar1.3"	-1.4429269621452	"BinaryDynamic2"	"LevelDynamic3"	-1.4923221962874	"BinaryStatic2"	"LevelStatic1"	-0.822807333920888
"Sample0821"	"Infant"	"FAM272"	"M12"	"Covar1.2"	0.461029846216729	"BinaryDynamic2"	"LevelDynamic2"	-0.983085334416627	"BinaryStatic2"	"LevelStatic1"	-1.54119975046885
"Sample0822"	"Infant"	"FAM272"	"M3"	"Covar1.3"	0.598279919438516	"BinaryDynamic2"	"LevelDynamic2"	0.44844878330076	"BinaryStatic2"	"LevelStatic1"	-1.54119975046885
"Sample0823"	"Infant"	"FAM273"	"W2"	"Covar1.2"	-0.8844762950372	"BinaryDynamic2"	"LevelDynamic2"	-0.359620799308852	"BinaryStatic2"	"LevelStatic2"	-1.04179590318403
"Sample0824"	"Infant"	"FAM273"	"M6"	"Covar1.3"	0.360707882967097	"BinaryDynamic1"	"LevelDynamic3"	0.895006617757117	"BinaryStatic2"	"LevelStatic2"	-1.04179590318403
"Sample0825"	"Infant"	"FAM273"	"M12"	"Covar1.2"	-1.69402405553405	"BinaryDynamic2"	"LevelDynamic1"	0.790878122666718	"BinaryStatic2"	"LevelStatic2"	-1.04179590318403
"Sample0826"	"Infant"	"FAM274"	"M6"	"Covar1.1"	-0.462399627624698	"BinaryDynamic1"	"LevelDynamic2"	0.565319694058724	"BinaryStatic1"	"LevelStatic1"	0.431953756742152
"Sample0827"	"Infant"	"FAM274"	"M1"	"Covar1.2"	1.02525119985162	"BinaryDynamic1"	"LevelDynamic3"	0.0444726125826818	"BinaryStatic1"	"LevelStatic1"	0.431953756742152
"Sample0828"	"Infant"	"FAM275"	"M6"	"Covar1.1"	0.123430942155291	"BinaryDynamic1"	"LevelDynamic1"	-0.997676794582251	"BinaryStatic1"	"LevelStatic3"	-0.0406940067087593
"Sample0829"	"Infant"	"FAM276"	"M12"	"Covar1.3"	0.756816132810634	"BinaryDynamic1"	"LevelDynamic1"	0.732180442255491	"BinaryStatic1"	"LevelStatic1"	1.67345140642638
"Sample0830"	"Infant"	"FAM276"	"M3"	"Covar1.3"	-0.987323492483483	"BinaryDynamic2"	"LevelDynamic3"	-0.644546108776912	"BinaryStatic1"	"LevelStatic1"	1.67345140642638
"Sample0831"	"Infant"	"FAM276"	"W2"	"Covar1.3"	0.140070935388242	"BinaryDynamic2"	"LevelDynamic2"	0.403500684158551	"BinaryStatic1"	"LevelStatic1"	1.67345140642638
"Sample0832"	"Infant"	"FAM276"	"M1"	"Covar1.2"	-1.53748694519716	"BinaryDynamic2"	"LevelDynamic1"	-0.0569731098497413	"BinaryStatic1"	"LevelStatic1"	1.67345140642638
"Sample0833"	"Infant"	"FAM276"	"M6"	"Covar1.2"	0.0257718325228052	"BinaryDynamic1"	"LevelDynamic2"	-0.75165575689699	"BinaryStatic1"	"LevelStatic1"	1.67345140642638
"Sample0834"	"Infant"	"FAM277"	"M1"	"Covar1.3"	-1.02303046739119	"BinaryDynamic1"	"LevelDynamic3"	-0.637122966320732	"BinaryStatic2"	"LevelStatic1"	0.282116228090399
"Sample0835"	"Infant"	"FAM277"	"W2"	"Covar1.2"	-1.75905799813544	"BinaryDynamic2"	"LevelDynamic3"	-0.278422051060197	"BinaryStatic2"	"LevelStatic1"	0.282116228090399
"Sample0836"	"Infant"	"FAM277"	"M12"	"Covar1.3"	-0.888458790043248	"BinaryDynamic2"	"LevelDynamic2"	1.64572577826544	"BinaryStatic2"	"LevelStatic1"	0.282116228090399
"Sample0837"	"Infant"	"FAM277"	"M3"	"Covar1.3"	1.96280409188127	"BinaryDynamic1"	"LevelDynamic3"	1.28030669459232	"BinaryStatic2"	"LevelStatic1"	0.282116228090399
"Sample0838"	"Infant"	"FAM277"	"M6"	"Covar1.2"	-0.494058066622838	"BinaryDynamic2"	"LevelDynamic3"	-0.139837665476167	"BinaryStatic2"	"LevelStatic1"	0.282116228090399
"Sample0839"	"Infant"	"FAM278"	"M6"	"Covar1.1"	-0.489052716862196	"BinaryDynamic1"	"LevelDynamic1"	0.361251896958602	"BinaryStatic2"	"LevelStatic3"	0.343008031156576
"Sample0840"	"Infant"	"FAM278"	"M1"	"Covar1.3"	-0.531672209620644	"BinaryDynamic1"	"LevelDynamic3"	-0.713443568598702	"BinaryStatic2"	"LevelStatic3"	0.343008031156576
"Sample0841"	"Infant"	"FAM278"	"M3"	"Covar1.2"	-0.70578379825765	"BinaryDynamic2"	"LevelDynamic3"	1.01535314142371	"BinaryStatic2"	"LevelStatic3"	0.343008031156576
"Sample0842"	"Infant"	"FAM278"	"M12"	"Covar1.2"	-0.787245598526667	"BinaryDynamic2"	"LevelDynamic3"	-1.61933339641957	"BinaryStatic2"	"LevelStatic3"	0.343008031156576
"Sample0843"	"Infant"	"FAM279"	"M3"	"Covar1.1"	0.0407062842653212	"BinaryDynamic2"	"LevelDynamic3"	0.222546252305753	"BinaryStatic2"	"LevelStatic1"	0.615945779474756
"Sample0844"	"Infant"	"FAM279"	"W2"	"Covar1.1"	-0.160257426739252	"BinaryDynamic1"	"LevelDynamic2"	0.318044948842466	"BinaryStatic2"	"LevelStatic1"	0.615945779474756
"Sample0845"	"Infant"	"FAM279"	"M6"	"Covar1.2"	0.707436075130338	"BinaryDynamic1"	"LevelDynamic2"	-1.07247910649164	"BinaryStatic2"	"LevelStatic1"	0.615945779474756
"Sample0846"	"Infant"	"FAM280"	"W2"	"Covar1.1"	0.67259647060077	"BinaryDynamic2"	"LevelDynamic1"	1.27225157768475	"BinaryStatic1"	"LevelStatic2"	0.200711548651331
"Sample0847"	"Infant"	"FAM280"	"M12"	"Covar1.3"	0.444869491301001	"BinaryDynamic2"	"LevelDynamic2"	-0.276779046354616	"BinaryStatic1"	"LevelStatic2"	0.200711548651331
"Sample0848"	"Infant"	"FAM280"	"M3"	"Covar1.1"	-0.132896094565712	"BinaryDynamic2"	"LevelDynamic2"	1.18919725515416	"BinaryStatic1"	"LevelStatic2"	0.200711548651331
"Sample0849"	"Infant"	"FAM280"	"M6"	"Covar1.1"	0.236582456988663	"BinaryDynamic2"	"LevelDynamic2"	0.229086277297136	"BinaryStatic1"	"LevelStatic2"	0.200711548651331
"Sample0850"	"Infant"	"FAM280"	"M1"	"Covar1.2"	1.11388056515839	"BinaryDynamic1"	"LevelDynamic3"	0.00719167721976107	"BinaryStatic1"	"LevelStatic2"	0.200711548651331
"Sample0851"	"Infant"	"FAM281"	"M12"	"Covar1.3"	-0.109997400872429	"BinaryDynamic2"	"LevelDynamic3"	0.751474723262905	"BinaryStatic1"	"LevelStatic2"	-0.257369654809724
"Sample0852"	"Infant"	"FAM281"	"M6"	"Covar1.2"	0.041185051013977	"BinaryDynamic1"	"LevelDynamic1"	-0.812307978202078	"BinaryStatic1"	"LevelStatic2"	-0.257369654809724
"Sample0853"	"Infant"	"FAM281"	"W2"	"Covar1.3"	-1.79925084231441	"BinaryDynamic2"	"LevelDynamic3"	-0.776311434603268	"BinaryStatic1"	"LevelStatic2"	-0.257369654809724
"Sample0854"	"Infant"	"FAM281"	"M1"	"Covar1.2"	-1.05031744528165	"BinaryDynamic2"	"LevelDynamic3"	0.116474833689307	"BinaryStatic1"	"LevelStatic2"	-0.257369654809724
"Sample0855"	"Infant"	"FAM281"	"M3"	"Covar1.1"	0.380665228128833	"BinaryDynamic1"	"LevelDynamic3"	0.634127039330042	"BinaryStatic1"	"LevelStatic2"	-0.257369654809724
"Sample0856"	"Infant"	"FAM282"	"W2"	"Covar1.3"	-1.49439331682552	"BinaryDynamic1"	"LevelDynamic1"	-0.0192135785378036	"BinaryStatic1"	"LevelStatic2"	-1.12997046368802
"Sample0857"	"Infant"	"FAM282"	"M6"	"Covar1.1"	-0.0653339484432832	"BinaryDynamic2"	"LevelDynamic1"	0.0915799732781669	"BinaryStatic1"	"LevelStatic2"	-1.12997046368802
"Sample0858"	"Infant"	"FAM282"	"M3"	"Covar1.3"	-0.364169952975103	"BinaryDynamic2"	"LevelDynamic1"	-0.206504771586502	"BinaryStatic1"	"LevelStatic2"	-1.12997046368802
"Sample0859"	"Infant"	"FAM283"	"W2"	"Covar1.2"	0.845529325639494	"BinaryDynamic1"	"LevelDynamic3"	-0.00606739063774026	"BinaryStatic1"	"LevelStatic2"	1.8752111578034
"Sample0860"	"Infant"	"FAM283"	"M1"	"Covar1.3"	0.43542930254427	"BinaryDynamic2"	"LevelDynamic3"	1.69674711437458	"BinaryStatic1"	"LevelStatic2"	1.8752111578034
"Sample0861"	"Infant"	"FAM283"	"M3"	"Covar1.1"	-0.53413789339427	"BinaryDynamic2"	"LevelDynamic2"	-0.892035032613474	"BinaryStatic1"	"LevelStatic2"	1.8752111578034
"Sample0862"	"Infant"	"FAM283"	"M6"	"Covar1.3"	0.943239360539817	"BinaryDynamic2"	"LevelDynamic3"	-1.24428047045865	"BinaryStatic1"	"LevelStatic2"	1.8752111578034
"Sample0863"	"Infant"	"FAM283"	"M12"	"Covar1.1"	0.301835461893759	"BinaryDynamic1"	"LevelDynamic3"	0.57829381524679	"BinaryStatic1"	"LevelStatic2"	1.8752111578034
"Sample0864"	"Infant"	"FAM284"	"M1"	"Covar1.1"	0.0574454909242895	"BinaryDynamic2"	"LevelDynamic2"	0.129156883355285	"BinaryStatic2"	"LevelStatic3"	-1.24868219768514
"Sample0865"	"Infant"	"FAM284"	"W2"	"Covar1.1"	1.17823339900018	"BinaryDynamic2"	"LevelDynamic2"	0.975929851794607	"BinaryStatic2"	"LevelStatic3"	-1.24868219768514
"Sample0866"	"Infant"	"FAM284"	"M6"	"Covar1.2"	0.294456918483786	"BinaryDynamic1"	"LevelDynamic3"	1.52817463105118	"BinaryStatic2"	"LevelStatic3"	-1.24868219768514
"Sample0867"	"Infant"	"FAM284"	"M12"	"Covar1.3"	1.14526303524807	"BinaryDynamic2"	"LevelDynamic1"	0.054049106371252	"BinaryStatic2"	"LevelStatic3"	-1.24868219768514
"Sample0868"	"Infant"	"FAM285"	"M3"	"Covar1.3"	-0.154182678560202	"BinaryDynamic2"	"LevelDynamic3"	1.3299927244192	"BinaryStatic1"	"LevelStatic3"	0.524471868069645
"Sample0869"	"Infant"	"FAM285"	"M1"	"Covar1.3"	0.636476192810274	"BinaryDynamic1"	"LevelDynamic2"	-0.164085694277685	"BinaryStatic1"	"LevelStatic3"	0.524471868069645
"Sample0870"	"Infant"	"FAM285"	"M6"	"Covar1.2"	0.910773865410215	"BinaryDynamic1"	"LevelDynamic1"	0.0545215738404272	"BinaryStatic1"	"LevelStatic3"	0.524471868069645
"Sample0871"	"Infant"	"FAM286"	"W2"	"Covar1.1"	-0.662806250607168	"BinaryDynamic2"	"LevelDynamic2"	-0.409036550973599	"BinaryStatic2"	"LevelStatic2"	-1.5960888488202
"Sample0872"	"Infant"	"FAM286"	"M12"	"Covar1.3"	-0.290630354786015	"BinaryDynamic1"	"LevelDynamic1"	-1.3087849096058	"BinaryStatic2"	"LevelStatic2"	-1.5960888488202
"Sample0873"	"Infant"	"FAM287"	"W2"	"Covar1.1"	-1.46382575920573	"BinaryDynamic2"	"LevelDynamic3"	0.264421432467235	"BinaryStatic2"	"LevelStatic2"	1.0914693308357
"Sample0874"	"Infant"	"FAM287"	"M6"	"Covar1.2"	-0.109033197419866	"BinaryDynamic2"	"LevelDynamic1"	1.1418729763511	"BinaryStatic2"	"LevelStatic2"	1.0914693308357
"Sample0875"	"Infant"	"FAM287"	"M3"	"Covar1.3"	-0.718369922643492	"BinaryDynamic1"	"LevelDynamic2"	1.19603896789998	"BinaryStatic2"	"LevelStatic2"	1.0914693308357
"Sample0876"	"Infant"	"FAM287"	"M12"	"Covar1.3"	-0.298180863282341	"BinaryDynamic1"	"LevelDynamic3"	0.347079293224304	"BinaryStatic2"	"LevelStatic2"	1.0914693308357
"Sample0877"	"Infant"	"FAM288"	"M6"	"Covar1.3"	-0.605295550729906	"BinaryDynamic1"	"LevelDynamic1"	-1.66256940594457	"BinaryStatic1"	"LevelStatic2"	-0.678716848849529
"Sample0878"	"Infant"	"FAM288"	"M12"	"Covar1.3"	-0.377983953309427	"BinaryDynamic1"	"LevelDynamic1"	1.1341339960304	"BinaryStatic1"	"LevelStatic2"	-0.678716848849529
"Sample0879"	"Infant"	"FAM288"	"W2"	"Covar1.3"	-0.521744921541124	"BinaryDynamic2"	"LevelDynamic1"	-0.708107735649124	"BinaryStatic1"	"LevelStatic2"	-0.678716848849529
"Sample0880"	"Infant"	"FAM288"	"M1"	"Covar1.2"	-0.61820601713851	"BinaryDynamic2"	"LevelDynamic1"	1.46144129950564	"BinaryStatic1"	"LevelStatic2"	-0.678716848849529
"Sample0881"	"Infant"	"FAM289"	"W2"	"Covar1.1"	-0.436407984532611	"BinaryDynamic1"	"LevelDynamic2"	0.827838743982204	"BinaryStatic1"	"LevelStatic1"	1.14705325743752
"Sample0882"	"Infant"	"FAM289"	"M6"	"Covar1.2"	1.36410917391319	"BinaryDynamic2"	"LevelDynamic2"	0.288029946690859	"BinaryStatic1"	"LevelStatic1"	1.14705325743752
"Sample0883"	"Infant"	"FAM289"	"M12"	"Covar1.3"	-0.948246264578507	"BinaryDynamic2"	"LevelDynamic1"	1.27608746929403	"BinaryStatic1"	"LevelStatic1"	1.14705325743752
"Sample0884"	"Infant"	"FAM289"	"M1"	"Covar1.3"	0.901429133926489	"BinaryDynamic1"	"LevelDynamic3"	0.575080740080923	"BinaryStatic1"	"LevelStatic1"	1.14705325743752
"Sample0885"	"Infant"	"FAM289"	"M3"	"Covar1.1"	-0.800665134230229	"BinaryDynamic2"	"LevelDynamic3"	0.317677489485165	"BinaryStatic1"	"LevelStatic1"	1.14705325743752
"Sample0886"	"Infant"	"FAM290"	"W2"	"Covar1.2"	0.307890055852477	"BinaryDynamic2"	"LevelDynamic2"	0.158129886244609	"BinaryStatic1"	"LevelStatic2"	0.77968341598282
"Sample0887"	"Infant"	"FAM290"	"M12"	"Covar1.3"	-0.910998770565304	"BinaryDynamic1"	"LevelDynamic2"	-2.29224747257969	"BinaryStatic1"	"LevelStatic2"	0.77968341598282
"Sample0888"	"Infant"	"FAM290"	"M3"	"Covar1.1"	-1.07592057138663	"BinaryDynamic1"	"LevelDynamic2"	0.290253575344898	"BinaryStatic1"	"LevelStatic2"	0.77968341598282
"Sample0889"	"Infant"	"FAM290"	"M1"	"Covar1.1"	0.445539081785094	"BinaryDynamic1"	"LevelDynamic1"	1.15990252397823	"BinaryStatic1"	"LevelStatic2"	0.77968341598282
"Sample0890"	"Infant"	"FAM290"	"M6"	"Covar1.1"	-0.198342170801574	"BinaryDynamic1"	"LevelDynamic3"	-0.935150230341633	"BinaryStatic1"	"LevelStatic2"	0.77968341598282
"Sample0891"	"Infant"	"FAM291"	"M1"	"Covar1.1"	-1.50647668921738	"BinaryDynamic2"	"LevelDynamic3"	-1.02666605835801	"BinaryStatic1"	"LevelStatic1"	-1.82304990216268
"Sample0892"	"Infant"	"FAM292"	"M1"	"Covar1.3"	0.725739408768338	"BinaryDynamic2"	"LevelDynamic1"	0.13637905559869	"BinaryStatic1"	"LevelStatic2"	-0.570818486706191
"Sample0893"	"Infant"	"FAM292"	"M6"	"Covar1.3"	-0.583429191806288	"BinaryDynamic2"	"LevelDynamic2"	1.03393224478364	"BinaryStatic1"	"LevelStatic2"	-0.570818486706191
"Sample0894"	"Infant"	"FAM292"	"W2"	"Covar1.1"	0.140482006085695	"BinaryDynamic2"	"LevelDynamic3"	-0.917514520310047	"BinaryStatic1"	"LevelStatic2"	-0.570818486706191
"Sample0895"	"Infant"	"FAM293"	"M3"	"Covar1.2"	0.360450314117149	"BinaryDynamic1"	"LevelDynamic2"	-0.224352626299017	"BinaryStatic2"	"LevelStatic1"	-0.112409292420595
"Sample0896"	"Infant"	"FAM294"	"W2"	"Covar1.2"	-1.21243708583669	"BinaryDynamic1"	"LevelDynamic1"	0.0174715314058082	"BinaryStatic1"	"LevelStatic2"	-1.34461057554142
"Sample0897"	"Infant"	"FAM294"	"M1"	"Covar1.2"	-0.675731348315961	"BinaryDynamic1"	"LevelDynamic3"	-0.0243576934351337	"BinaryStatic1"	"LevelStatic2"	-1.34461057554142
"Sample0898"	"Infant"	"FAM294"	"M6"	"Covar1.3"	1.5696434732764	"BinaryDynamic1"	"LevelDynamic3"	-0.165352418165103	"BinaryStatic1"	"LevelStatic2"	-1.34461057554142
"Sample0899"	"Infant"	"FAM294"	"M12"	"Covar1.1"	0.619497282943088	"BinaryDynamic1"	"LevelDynamic2"	-0.550971992837983	"BinaryStatic1"	"LevelStatic2"	-1.34461057554142
"Sample0900"	"Infant"	"FAM295"	"M1"	"Covar1.1"	-1.43622916032155	"BinaryDynamic1"	"LevelDynamic3"	0.36730279240148	"BinaryStatic2"	"LevelStatic1"	1.32217559534901
"Sample0901"	"Infant"	"FAM295"	"M6"	"Covar1.2"	-0.314778857388245	"BinaryDynamic1"	"LevelDynamic1"	-0.0911555431294841	"BinaryStatic2"	"LevelStatic1"	1.32217559534901
"Sample0902"	"Infant"	"FAM296"	"W2"	"Covar1.3"	-1.14509720885026	"BinaryDynamic2"	"LevelDynamic2"	-0.776771768761796	"BinaryStatic1"	"LevelStatic2"	0.139653679420016
"Sample0903"	"Infant"	"FAM296"	"M1"	"Covar1.3"	1.04451293282252	"BinaryDynamic1"	"LevelDynamic1"	-0.0936477033871076	"BinaryStatic1"	"LevelStatic2"	0.139653679420016
"Sample0904"	"Infant"	"FAM296"	"M12"	"Covar1.2"	-0.00689052928968512	"BinaryDynamic2"	"LevelDynamic2"	-0.156558201010392	"BinaryStatic1"	"LevelStatic2"	0.139653679420016
"Sample0905"	"Infant"	"FAM296"	"M6"	"Covar1.1"	-0.290987619256496	"BinaryDynamic2"	"LevelDynamic2"	0.227065283952154	"BinaryStatic1"	"LevelStatic2"	0.139653679420016
"Sample0906"	"Infant"	"FAM296"	"M3"	"Covar1.3"	1.01085610285753	"BinaryDynamic1"	"LevelDynamic2"	1.82554435332233	"BinaryStatic1"	"LevelStatic2"	0.139653679420016
"Sample0907"	"Infant"	"FAM297"	"M6"	"Covar1.2"	1.1116436393317	"BinaryDynamic2"	"LevelDynamic3"	-0.445248828589198	"BinaryStatic1"	"LevelStatic3"	0.142793040042169
"Sample0908"	"Infant"	"FAM297"	"W2"	"Covar1.3"	-2.29398597219737	"BinaryDynamic2"	"LevelDynamic2"	-0.0174226649259304	"BinaryStatic1"	"LevelStatic3"	0.142793040042169
"Sample0909"	"Infant"	"FAM297"	"M12"	"Covar1.1"	0.65588476565193	"BinaryDynamic1"	"LevelDynamic3"	-0.620372477788118	"BinaryStatic1"	"LevelStatic3"	0.142793040042169
"Sample0910"	"Infant"	"FAM297"	"M1"	"Covar1.2"	-0.399908439414822	"BinaryDynamic1"	"LevelDynamic1"	0.416514922496624	"BinaryStatic1"	"LevelStatic3"	0.142793040042169
